,Compagnie d'assurance,Date de création,Nom et Prénom Assuré /Raison Sociale,Immatriculation Véhicule assuré,Mode de gestion,Garantie impliquée,Chargé réparation,Marque,Réparateur,Expert,Compagnie adverse,Accord VR (Véhicule de remplacement),Agence,Agent,Cas de barème,Chargé acceptation,Code agence,Date Accident,Date acceptation,Date accord (SST),Date demande,Etape Dossier,Etat d'approbation,Immatriculation tiers,Montant total devis,Nom et Prénom tiers /Raison Sociale,Numero sinistre,Numéro de contrat,Point Choc,Position GA,SST,Nbr réclamations antérieures,Day Accident,Month Accident,Year Accident,Day demande,Month demande,Year demande,Retard reclamation,Fraud
826,0,80,393,396,0,3,2,40,33,23,2,0,50,50,1,1,3,204,157,633,145,16,0,214,637,490,255,97,5,1,3,1,27,10,0,28,10,0,1,0
827,0,76,393,396,3,3,2,40,33,23,10,2,84,84,19,1,27,180,839,518,146,10,0,468,452,827,990,705,59,1,1,1,29,9,0,29,10,0,37,0
828,0,80,348,216,3,3,8,3,57,23,15,0,89,89,19,1,2,202,130,228,144,16,0,478,807,445,254,415,30,0,1,0,0,10,0,27,10,0,54,0
829,0,109,845,989,1,1,1,18,39,11,16,0,86,86,1,1,55,182,782,121,147,16,0,414,697,553,989,603,70,1,4,1,1,9,0,30,10,0,36,0
830,0,98,788,42,3,3,8,40,57,19,0,2,90,90,4,1,45,198,839,519,143,10,0,406,609,14,253,948,59,1,1,0,20,9,0,11,10,0,54,0
831,0,116,1031,399,3,3,8,11,53,23,13,0,84,84,1,1,27,197,247,781,143,16,0,625,774,255,252,779,30,1,1,0,19,9,0,11,10,0,60,0
832,0,110,646,823,3,3,2,40,33,22,9,0,5,5,4,1,90,195,43,499,141,16,0,650,502,963,988,814,11,1,1,0,17,9,0,24,9,0,60,0
833,0,124,603,6,1,1,6,25,7,4,1,0,90,90,4,1,45,193,158,552,145,16,0,846,610,238,251,488,73,1,1,0,15,9,0,28,10,0,15,0
834,0,143,49,944,0,3,0,32,69,29,2,0,58,58,19,1,91,193,407,521,140,16,0,976,762,962,987,517,4,0,4,0,15,9,0,23,9,0,65,0
835,0,136,285,960,3,3,6,11,31,22,10,0,58,58,19,1,91,194,194,604,146,15,0,976,106,962,250,925,45,0,3,0,16,9,0,29,10,0,15,1
836,0,143,408,382,1,2,8,24,57,6,1,0,92,92,0,1,73,191,807,396,140,16,0,687,475,348,249,395,4,1,1,0,12,9,0,23,9,0,2,0
837,0,179,46,506,0,3,6,30,31,22,2,0,84,84,2,1,27,188,464,583,187,16,0,482,10,497,248,797,59,1,4,0,8,9,0,28,1,0,71,0
838,0,160,213,459,3,3,1,31,33,21,7,0,90,90,15,1,45,189,684,345,138,16,0,194,418,137,247,181,64,1,4,0,9,9,0,18,9,0,70,0
839,0,174,394,596,3,3,8,3,0,25,3,0,92,92,4,1,73,187,347,803,136,16,0,517,292,320,246,125,64,1,1,0,7,9,0,15,9,0,65,0
840,0,187,402,85,3,3,1,40,33,23,11,0,1,0,19,1,62,188,570,501,135,16,0,976,189,962,245,390,42,0,1,0,8,9,0,14,9,0,54,0
841,0,197,246,757,0,3,1,31,33,25,2,0,1,0,19,1,62,186,569,502,135,16,0,976,546,962,244,390,64,0,1,0,6,9,0,14,9,0,65,0
842,0,199,386,122,3,3,8,29,31,23,13,2,50,50,18,1,3,189,839,193,135,10,0,589,590,242,243,165,30,1,1,0,9,9,0,14,9,0,45,0
843,0,245,796,155,3,3,5,6,26,28,13,0,92,92,0,1,73,186,571,166,135,16,0,654,201,205,242,226,4,1,1,0,6,9,0,14,9,0,65,1
844,0,372,130,26,2,3,8,39,57,20,16,2,58,58,4,1,91,186,729,21,177,6,0,694,503,70,241,357,58,1,1,0,6,9,0,15,11,0,66,1
845,0,221,288,194,3,3,8,31,57,11,14,0,43,43,1,1,66,186,458,147,134,16,0,529,460,798,240,602,54,1,1,0,6,9,0,9,9,0,35,0
846,0,220,958,553,3,3,6,6,31,22,12,0,54,54,4,1,54,185,454,680,134,16,0,551,540,717,239,836,42,1,1,1,4,9,0,9,9,0,54,0
847,0,257,234,110,0,3,8,32,57,22,2,0,58,58,19,1,91,182,381,602,131,16,0,976,7,962,238,420,4,0,4,0,1,9,0,3,9,0,22,0
848,0,242,274,755,3,3,8,3,57,11,1,0,92,92,4,1,73,182,415,101,132,16,0,882,352,263,237,269,71,1,1,0,1,9,0,6,9,0,54,0
849,0,243,638,458,3,3,6,32,6,21,0,0,92,92,19,1,73,180,111,208,131,16,0,334,656,129,236,413,39,0,1,0,29,9,0,3,9,0,45,1
850,0,257,701,662,3,3,8,32,0,25,3,0,3,4,0,1,93,178,456,346,134,16,0,900,63,861,986,493,5,1,1,0,27,9,0,9,9,0,7,0
851,0,266,438,564,3,3,6,10,37,11,1,0,92,92,19,1,73,181,45,661,130,16,0,976,88,962,985,383,37,0,4,0,30,9,0,2,9,0,22,0
852,0,264,735,11,3,3,7,32,4,14,7,0,92,92,14,1,73,158,825,823,130,15,0,876,377,696,235,57,61,1,1,0,6,8,0,2,9,0,29,0
853,0,263,782,487,3,3,6,40,31,19,10,0,88,88,19,1,0,21,796,138,17,15,0,976,12,962,234,825,64,0,1,0,16,0,0,23,0,0,60,0
854,0,296,807,846,3,3,0,5,69,29,10,0,19,20,4,1,89,172,578,663,185,16,0,331,420,740,233,437,38,1,4,0,21,8,0,22,1,0,75,0
855,0,303,598,113,3,3,8,31,57,6,13,2,84,84,19,1,27,179,326,695,134,9,0,444,866,640,984,740,70,0,3,0,28,9,0,9,9,0,5,0
856,0,325,55,478,3,3,0,6,69,29,12,2,34,35,14,1,68,176,839,827,128,10,0,50,878,285,232,152,53,1,0,0,25,9,0,30,9,0,54,0
857,0,337,616,977,3,3,6,32,33,21,10,0,89,89,19,1,2,18,769,239,16,16,0,715,394,351,231,414,42,0,1,0,13,0,0,21,0,0,70,0
858,0,399,125,536,3,3,9,40,33,3,1,2,82,82,1,1,79,169,839,827,128,1,2,137,878,814,230,387,54,1,0,0,18,8,0,30,9,0,8,0
859,0,397,387,174,3,3,1,6,31,3,1,2,1,0,0,0,62,15,839,827,32,10,0,369,878,372,229,721,4,1,0,0,9,0,0,12,4,0,39,0
860,0,4,95,344,3,3,0,18,69,29,1,2,40,41,19,1,64,174,839,682,123,10,0,976,649,962,228,95,0,0,1,0,11,9,0,11,9,0,0,1
861,0,35,740,860,3,3,0,40,69,29,7,2,3,4,16,1,93,172,839,827,139,10,0,8,878,576,227,676,70,1,0,0,21,8,0,21,9,0,36,1
862,0,1,243,700,3,3,1,18,39,17,14,0,84,84,19,1,27,171,63,496,124,16,0,60,169,956,226,764,30,0,1,0,20,8,0,22,9,0,54,1
863,0,438,145,892,1,2,8,6,57,20,3,0,92,92,0,1,73,171,109,779,126,16,0,884,38,176,225,70,4,1,4,0,20,8,0,26,9,0,65,0
864,0,443,472,448,3,3,6,29,33,3,1,0,90,90,19,1,45,169,16,115,122,16,0,976,278,962,224,531,0,0,4,0,18,8,0,0,9,0,54,0
865,0,202,508,13,2,3,8,3,57,6,11,0,1,0,0,1,62,169,14,290,122,16,0,610,572,52,983,796,4,1,4,0,18,8,0,0,9,0,54,0
866,0,151,201,783,1,1,8,33,57,6,1,0,89,89,19,1,2,19,817,181,15,14,0,656,335,535,223,753,64,0,1,0,14,0,0,20,0,0,60,0
867,0,84,147,476,1,1,8,33,57,21,13,2,82,82,4,1,79,169,839,827,133,10,0,20,878,613,222,474,45,1,0,0,18,8,0,8,9,0,24,0
868,0,16,755,323,2,3,8,14,57,3,11,0,89,89,18,1,2,167,214,75,119,16,0,171,40,625,221,312,39,1,1,0,16,8,0,18,8,0,22,0
869,0,38,765,377,0,3,7,23,10,17,2,0,92,92,0,1,73,168,87,577,125,16,0,213,685,62,220,275,5,1,4,0,17,8,0,25,9,0,73,0
870,0,74,619,277,3,3,2,32,0,6,12,0,92,92,0,1,73,166,568,92,119,16,0,558,632,574,219,88,4,1,1,0,15,8,0,18,8,0,35,0
871,0,333,105,52,3,3,8,31,57,6,6,0,1,0,19,1,62,165,15,423,122,16,0,976,127,962,218,515,64,0,1,0,14,8,0,0,9,0,73,0
872,0,357,154,313,3,3,8,31,57,17,1,0,17,18,19,0,61,20,362,455,27,16,0,976,183,962,217,319,73,0,1,0,15,0,0,4,4,0,24,0
873,0,360,530,129,3,3,8,27,57,20,13,0,92,92,15,1,73,166,655,389,118,16,0,716,628,400,216,523,64,1,1,0,15,8,0,17,8,0,22,0
874,0,87,239,428,3,3,6,10,65,21,0,0,97,97,4,1,70,161,159,373,117,16,0,10,573,876,215,952,30,1,1,0,9,8,0,16,8,0,60,1
875,0,35,256,17,3,3,0,32,69,29,0,0,34,35,5,1,68,163,613,35,117,16,0,658,296,952,982,651,64,1,4,0,12,8,0,16,8,0,45,1
876,0,175,668,474,1,1,6,9,31,22,16,0,34,35,1,1,68,161,679,681,117,16,0,305,625,423,214,587,4,1,1,0,9,8,0,16,8,0,60,0
877,0,171,483,409,3,3,8,15,69,29,1,0,92,92,1,1,73,162,652,508,118,16,0,675,727,408,213,269,59,1,1,0,10,8,0,17,8,0,60,0
878,0,209,768,951,1,2,1,33,33,6,2,2,52,52,1,1,35,159,839,827,120,4,0,577,878,359,212,555,70,1,0,1,7,8,0,19,8,0,5,1
879,0,180,453,728,0,3,6,6,31,22,2,2,86,86,9,1,55,155,839,393,126,10,0,250,605,107,211,234,69,1,1,0,3,8,0,26,9,0,26,1
880,0,192,482,1006,1,1,1,31,58,11,0,0,84,84,19,1,27,157,614,643,117,16,0,976,374,962,210,819,30,0,1,0,5,8,0,16,8,0,2,0
881,0,182,106,799,3,3,8,24,57,6,15,0,83,83,18,1,72,155,651,114,118,16,0,9,577,375,209,994,30,1,1,0,3,8,0,17,8,0,8,0
882,0,183,1040,806,3,3,0,3,69,29,10,0,88,88,19,1,0,156,513,66,115,16,0,755,594,467,208,26,70,0,1,0,4,8,0,12,8,0,65,0
883,0,185,511,64,3,3,6,40,31,22,1,0,19,20,11,1,89,152,514,192,115,16,0,911,119,652,207,723,5,1,4,0,30,8,0,12,8,0,5,0
884,0,188,745,570,3,3,6,40,31,21,0,2,92,92,4,1,73,157,839,16,114,10,0,106,108,193,206,527,64,1,4,0,5,8,0,10,8,0,54,0
885,0,106,509,1048,0,3,0,18,69,29,2,0,24,25,19,1,31,151,657,116,118,16,0,892,671,361,205,343,64,0,1,0,29,8,0,17,8,0,19,0
886,0,196,229,751,3,3,8,31,57,4,0,0,58,58,19,1,91,154,512,190,115,16,0,144,783,713,204,831,38,0,1,0,2,8,0,12,8,0,73,0
887,0,196,658,521,3,3,0,40,69,29,1,2,84,84,0,1,27,147,839,827,110,3,0,407,321,111,981,372,30,0,0,0,22,8,0,4,8,0,2,1
888,0,205,373,32,3,3,8,32,57,25,11,2,84,84,5,1,27,155,839,677,110,10,0,557,172,918,203,372,59,1,4,0,3,8,0,4,8,0,1,0
889,0,206,208,400,3,3,6,31,7,11,12,2,82,82,0,1,79,153,839,827,110,10,0,629,878,426,202,200,4,1,0,0,1,8,0,4,8,0,35,1
890,0,212,588,357,3,3,8,40,57,21,10,0,24,25,0,1,31,140,653,71,112,16,0,624,360,570,201,650,59,1,4,0,18,7,0,8,8,0,25,0
891,0,216,24,671,0,3,0,31,69,29,2,0,54,54,0,1,54,151,38,117,122,16,0,280,161,413,200,461,4,1,4,0,29,8,0,0,9,0,26,0
892,0,218,768,951,0,3,1,33,33,6,2,0,58,58,1,1,91,148,517,524,112,16,0,605,328,615,199,719,70,1,1,1,26,8,0,8,8,0,7,0
893,0,64,23,855,3,3,2,39,3,4,0,0,18,19,4,1,77,17,283,6,13,16,0,525,593,317,198,677,70,1,1,0,12,0,0,16,0,0,45,0
894,0,228,650,749,3,3,1,6,33,22,13,0,92,92,10,1,73,145,263,578,108,16,0,159,631,884,197,222,52,1,4,0,0,8,0,2,8,0,2,0
895,0,237,532,920,0,3,6,11,31,22,2,2,1,0,4,1,62,6,839,827,12,10,0,690,878,461,980,349,30,1,0,0,29,0,0,15,0,0,15,0
896,0,234,756,675,3,3,8,32,57,21,13,2,92,92,11,1,73,144,839,827,108,10,0,534,878,227,196,720,33,1,0,0,23,7,0,2,8,0,7,0
897,0,232,570,836,3,3,8,14,53,11,15,0,58,58,5,1,91,142,312,227,105,16,0,898,330,337,979,229,70,1,1,0,20,7,0,22,8,0,60,0
898,0,242,746,151,2,3,7,6,4,16,10,0,84,84,0,1,27,19,799,158,13,16,0,481,488,40,195,530,4,1,1,0,14,0,0,16,0,0,22,0
899,0,246,797,491,3,3,6,31,31,21,1,0,92,92,19,1,73,144,244,822,107,16,0,737,64,703,194,888,71,0,1,0,23,7,0,1,8,0,5,0
900,0,246,710,741,3,3,8,7,0,11,1,0,58,58,11,1,91,137,427,214,112,16,0,944,442,790,978,357,4,1,1,1,15,7,0,8,8,0,28,0
901,0,253,344,335,3,3,6,15,31,19,1,2,92,92,0,1,73,142,839,827,103,3,0,746,62,84,193,308,4,1,0,0,20,7,0,23,7,0,22,0
902,0,274,185,880,3,3,6,32,33,22,1,0,92,92,19,1,73,138,451,72,113,16,0,85,6,590,192,462,70,0,4,0,16,7,0,9,8,0,28,0
903,0,264,1013,622,3,3,6,30,31,21,1,0,96,96,1,1,86,142,805,36,103,16,0,843,263,847,977,788,30,1,1,0,20,7,0,23,7,0,22,1
904,0,289,784,825,3,3,6,6,33,21,11,2,70,70,4,1,59,141,839,827,104,3,0,848,696,538,191,68,64,1,0,0,19,7,0,24,7,0,45,0
905,0,304,355,581,3,3,6,7,6,11,10,0,70,70,1,1,59,18,600,789,13,16,0,646,767,229,190,663,54,1,1,0,13,0,0,16,0,0,35,0
906,0,269,119,103,1,1,1,33,31,19,16,2,92,92,0,1,73,137,839,15,105,10,0,433,735,420,189,156,4,1,1,0,15,7,0,22,8,0,5,0
907,0,105,958,553,3,3,6,6,31,22,0,2,82,82,4,1,79,132,839,827,99,10,0,706,878,539,188,364,30,1,0,1,9,7,0,17,7,0,65,0
908,0,277,677,952,3,3,0,10,69,29,0,0,92,92,0,1,73,134,716,492,98,16,0,760,322,286,187,303,59,1,4,0,12,7,0,16,7,0,45,1
909,0,278,86,9,2,3,1,18,39,6,1,2,92,92,18,2,73,14,839,827,11,10,0,672,878,735,186,703,70,1,0,0,8,0,0,14,0,0,54,0
910,0,295,432,1042,3,3,8,40,57,11,10,2,34,35,1,1,68,131,839,827,94,10,0,350,878,113,185,645,70,1,0,0,8,7,0,12,7,0,35,0
911,0,309,424,221,3,3,1,39,31,22,0,0,34,35,0,1,68,131,803,710,94,16,0,120,96,554,184,685,4,1,4,0,8,7,0,12,7,0,35,0
912,0,316,841,801,3,3,0,5,69,29,9,0,92,92,19,1,73,131,425,64,93,16,0,39,721,916,183,444,38,0,1,0,8,7,0,8,7,0,0,0
913,0,321,820,946,3,3,6,10,37,23,7,2,3,4,1,1,93,129,839,827,93,10,0,554,878,606,182,556,18,1,0,0,6,7,0,8,7,0,22,0
914,0,322,910,200,3,3,1,40,36,25,14,0,88,88,19,1,0,129,401,747,92,16,0,372,74,32,181,209,30,0,1,0,6,7,0,7,7,0,1,1
915,0,75,242,566,3,3,1,32,35,8,3,0,84,84,15,1,27,125,536,711,94,16,0,177,31,917,180,362,4,1,4,0,2,7,0,12,7,0,73,0
916,0,355,41,862,1,1,8,11,53,3,16,0,27,28,14,1,15,127,566,641,96,16,0,616,587,218,179,640,45,1,1,0,4,7,0,14,7,0,73,0
917,0,337,443,838,3,3,1,31,31,22,7,0,86,86,19,1,55,125,612,748,98,16,0,15,196,281,178,243,57,0,4,0,2,7,0,16,7,0,8,0
918,0,333,184,1036,3,3,0,6,69,29,11,2,86,86,5,1,55,127,839,827,92,10,0,528,878,446,976,445,38,1,0,0,4,7,0,7,7,0,35,1
919,0,338,621,516,3,3,8,40,57,17,13,0,84,84,19,1,27,17,794,331,17,16,0,976,175,962,177,601,30,0,1,0,12,0,0,23,0,0,2,1
920,0,351,66,352,0,3,6,31,7,3,2,0,84,84,1,1,27,127,507,625,94,16,0,377,837,562,176,700,59,1,4,0,4,7,0,12,7,0,65,1
921,0,83,148,257,2,3,6,40,31,23,1,2,45,45,1,1,71,127,839,827,91,10,0,474,878,287,175,263,46,1,0,0,4,7,0,6,7,0,22,0
922,0,359,176,515,1,1,5,39,64,21,1,0,92,92,0,1,73,123,776,344,90,16,0,49,110,356,174,884,59,1,4,0,30,7,0,5,7,0,54,0
923,0,360,822,578,3,3,8,18,29,20,3,0,58,58,1,1,91,124,337,713,90,16,0,969,92,410,173,282,30,1,1,0,1,7,0,5,7,0,45,0
924,0,358,678,354,3,3,0,11,69,29,2,0,92,92,0,1,73,122,398,253,91,16,0,915,370,405,172,218,4,1,1,0,29,7,0,6,7,0,65,0
925,0,371,578,217,2,3,8,15,57,20,10,0,89,89,1,1,2,121,238,313,88,16,0,47,614,388,975,591,70,1,1,0,28,7,0,1,7,0,35,0
926,0,367,214,514,0,3,0,11,69,29,2,2,54,54,5,1,54,120,839,827,88,13,0,76,878,725,171,174,30,1,0,0,27,7,0,1,7,0,45,1
927,0,374,1022,184,3,3,8,4,57,20,10,0,84,84,19,1,27,120,210,385,87,16,0,976,706,962,974,708,30,0,1,1,27,7,0,30,7,0,35,0
928,0,375,339,66,1,1,7,23,10,17,16,2,32,33,1,1,30,118,839,827,87,10,0,186,878,529,170,259,64,1,0,0,25,7,0,30,7,0,54,0
929,0,115,1022,184,3,3,0,4,69,29,10,0,90,90,4,1,45,119,189,416,86,16,0,849,608,134,169,710,64,1,1,1,26,7,0,29,7,0,35,1
930,0,122,833,759,1,1,8,33,6,23,16,0,70,70,1,1,59,114,183,707,85,16,0,293,508,922,168,767,30,1,4,0,23,6,0,28,7,0,65,0
931,0,87,779,777,3,3,6,32,6,22,7,0,88,88,19,1,0,117,152,599,85,16,0,976,81,962,167,182,38,0,1,0,22,7,0,28,7,0,45,1
932,0,395,33,789,3,3,1,40,31,3,2,0,70,70,19,1,59,119,186,417,86,16,0,976,44,962,166,184,4,0,4,0,26,7,0,29,7,0,35,0
933,0,419,1034,1027,0,3,1,31,31,3,2,0,70,70,18,1,59,117,184,539,86,16,0,578,877,856,165,184,63,1,4,0,22,7,0,29,7,0,54,0
934,0,399,523,46,3,3,9,32,6,3,1,2,82,82,18,1,79,110,839,827,84,11,0,288,878,332,164,586,67,1,0,0,18,6,0,22,7,0,65,0
935,0,95,698,62,2,3,2,32,0,22,1,2,88,88,5,1,0,116,839,827,84,4,0,903,878,102,163,178,30,1,0,0,11,7,0,22,7,0,1,0
936,0,417,683,278,3,3,8,27,57,20,7,2,34,35,18,1,68,110,839,827,88,11,0,868,878,510,973,129,70,1,0,0,18,6,0,1,7,0,11,0
937,0,430,594,196,3,3,1,33,31,3,6,0,84,84,19,1,27,111,162,584,187,16,0,718,651,440,162,797,74,0,4,0,19,6,0,28,1,0,18,0
938,0,432,590,844,3,3,8,32,57,20,6,0,97,97,4,1,70,12,527,700,10,15,0,201,293,192,161,593,30,1,1,0,6,0,0,13,0,0,60,0
939,0,433,696,356,3,3,6,40,31,3,1,0,89,89,19,1,2,12,540,213,116,16,0,976,757,962,160,235,0,0,1,0,6,0,0,13,8,0,16,0
940,0,114,939,300,3,3,1,11,2,8,13,0,89,89,19,1,2,105,33,815,83,16,0,170,817,607,159,295,23,0,1,0,13,6,0,11,7,0,5,0
941,0,204,991,316,0,3,1,18,39,23,2,2,20,21,5,1,65,11,839,827,33,11,0,689,878,90,158,792,30,1,0,0,4,0,0,13,4,0,44,0
942,0,130,583,208,3,3,6,6,31,19,14,2,34,35,0,1,68,108,839,827,79,4,0,956,878,378,157,501,5,1,0,0,16,6,0,17,6,0,1,1
943,0,110,749,49,3,3,6,31,31,19,7,0,82,82,15,1,79,100,576,805,78,16,0,786,138,397,156,306,45,1,4,0,6,6,0,16,6,0,73,1
944,0,116,528,655,3,3,8,31,57,6,1,2,90,90,15,1,45,107,649,827,79,4,0,561,878,81,155,43,64,1,0,0,15,6,0,17,6,0,22,0
945,0,122,709,715,1,1,6,10,65,23,16,0,70,70,19,1,59,102,188,706,86,16,0,976,809,962,154,767,74,0,4,0,9,6,0,29,7,0,23,0
946,0,121,219,529,3,3,2,40,33,6,0,0,89,89,19,1,2,102,562,774,76,16,0,976,402,962,153,821,3,0,1,0,9,6,0,14,6,0,45,0
947,0,124,249,802,3,3,1,18,39,23,0,2,90,90,0,1,45,101,839,827,77,10,0,921,878,672,152,731,4,1,0,0,7,6,0,15,6,0,65,0
948,0,125,517,736,3,3,1,18,39,11,9,2,70,70,1,1,59,100,839,827,76,10,0,410,878,802,151,567,33,1,0,0,6,6,0,14,6,0,65,1
949,0,128,70,108,2,3,0,40,69,29,14,2,53,53,14,1,37,99,839,827,76,3,0,492,844,224,150,542,64,1,0,0,5,6,0,14,6,0,70,1
950,0,134,551,385,3,3,6,6,31,19,10,2,32,33,19,1,30,100,839,309,81,10,0,685,616,36,149,370,13,1,1,0,6,6,0,21,6,0,11,1
951,0,252,589,778,3,3,6,32,31,22,13,2,83,83,5,1,72,99,839,827,75,13,0,217,878,431,148,910,30,1,0,0,5,6,0,10,6,0,54,0
952,0,68,498,10,1,1,6,6,31,21,16,0,72,72,11,1,29,100,450,223,74,16,0,759,69,704,147,734,5,1,4,0,6,6,0,9,6,0,35,0
953,0,149,591,928,3,3,0,40,69,29,1,0,70,70,1,1,59,97,480,623,74,16,0,385,226,682,146,762,59,1,1,0,3,6,0,9,6,0,60,0
954,0,172,382,115,2,3,0,40,69,29,4,0,53,53,1,1,37,96,647,145,74,16,0,161,95,436,145,834,54,1,4,0,2,6,0,9,6,0,65,0
955,0,151,926,723,2,3,1,31,58,4,1,0,70,70,19,1,59,99,561,516,76,16,0,123,302,681,144,807,30,0,4,0,5,6,0,14,6,0,70,0
956,0,155,420,803,3,3,2,15,69,29,14,2,34,35,19,1,68,97,839,827,90,4,0,631,878,943,143,645,38,0,0,0,3,6,0,5,7,0,38,0
957,0,160,484,303,3,3,6,6,31,21,12,0,88,88,18,1,0,98,422,594,73,16,0,403,247,75,142,340,71,1,1,0,4,6,0,8,6,0,45,0
958,0,154,813,781,3,3,6,6,31,25,0,0,86,86,1,1,55,96,559,414,76,16,0,4,362,577,141,234,54,1,1,0,2,6,0,14,6,0,5,1
959,0,58,317,360,1,1,1,25,31,22,1,2,70,70,19,1,59,94,839,827,74,11,0,974,878,585,972,709,64,0,0,0,30,6,0,9,6,0,73,0
960,0,58,545,890,1,1,2,33,30,11,7,0,58,58,19,1,91,100,394,60,72,15,0,976,669,962,140,831,4,0,1,0,6,6,0,7,6,0,1,0
961,0,173,444,678,2,3,6,31,31,22,5,0,3,4,0,1,93,95,338,622,90,16,0,342,686,757,139,826,59,1,4,0,1,6,0,5,7,0,40,0
962,0,251,45,744,1,1,0,32,69,29,16,2,88,88,4,1,0,96,839,827,70,2,0,819,878,442,138,484,30,1,0,0,2,6,0,3,6,0,1,0
963,0,173,117,340,3,3,6,32,6,21,10,0,84,84,1,1,27,96,153,597,74,16,0,538,299,699,137,164,54,1,3,0,2,6,0,9,6,0,65,0
964,0,27,40,204,1,2,7,24,55,16,13,0,88,88,4,1,0,91,60,387,84,16,0,511,755,306,136,220,38,1,4,0,27,6,0,22,7,0,31,0
965,0,97,419,968,3,3,7,31,41,15,13,2,88,88,19,1,0,92,839,827,72,10,0,976,266,962,135,722,42,0,0,0,28,6,0,7,6,0,73,1
966,0,157,527,857,1,2,7,11,54,16,14,0,36,37,5,1,63,75,771,81,61,16,0,274,145,283,971,250,30,1,4,0,13,5,0,21,5,0,70,0
967,0,160,65,182,3,3,0,31,69,29,13,0,91,91,0,1,81,72,139,474,229,16,0,36,427,733,134,521,4,1,4,0,9,5,0,25,3,0,30,1
968,0,234,250,438,3,3,7,10,4,14,12,0,24,25,8,0,31,66,446,112,52,16,0,362,536,63,133,622,38,1,1,1,3,5,0,6,5,0,35,0
969,0,240,857,986,1,1,7,40,46,10,16,0,24,25,4,1,31,60,204,771,46,16,0,851,481,241,132,388,70,1,1,0,27,5,0,30,5,0,35,0
970,0,358,396,131,2,3,7,14,56,16,1,0,92,92,19,1,73,51,78,277,41,16,0,768,323,376,970,329,70,0,4,0,17,4,0,25,5,0,65,0
971,0,373,555,983,3,3,7,14,56,16,11,0,24,25,19,1,31,45,641,5,36,16,0,582,756,555,131,102,70,1,4,0,9,4,0,17,4,0,65,0
972,0,390,862,463,1,1,0,7,69,29,3,0,24,25,19,1,31,41,640,483,36,16,0,129,20,161,130,102,70,0,1,0,5,4,0,17,4,0,5,0
973,0,394,725,930,3,3,0,10,69,29,12,0,88,88,14,1,0,37,746,770,29,16,0,905,99,712,129,223,30,1,1,0,1,4,0,6,4,0,54,0
974,0,396,250,438,3,3,7,10,4,14,9,2,88,88,1,1,0,326,625,827,242,4,0,565,878,797,128,23,70,1,0,1,10,3,0,15,3,0,45,1
975,0,34,409,374,3,3,7,31,41,14,7,0,88,88,0,1,0,38,567,658,77,16,0,739,765,432,127,318,4,1,1,0,2,4,0,15,6,0,67,1
976,0,140,72,562,3,3,7,33,56,14,4,0,89,89,18,1,2,304,741,266,224,16,0,741,487,116,126,968,30,1,1,0,17,2,0,19,2,0,22,1
977,0,243,295,534,3,3,0,31,69,29,0,2,89,89,0,1,2,297,839,827,225,11,0,314,878,482,125,546,4,1,0,0,9,2,0,20,2,0,2,0
978,0,73,565,597,3,3,7,23,13,14,1,2,89,89,1,1,2,284,202,324,209,6,0,781,618,901,969,924,4,1,1,0,25,2,0,27,2,0,22,1
979,0,178,865,535,3,3,7,40,4,16,15,0,88,88,0,1,0,261,598,637,192,16,0,954,766,373,968,574,59,1,1,0,2,1,0,5,1,0,35,0
980,0,256,459,141,3,3,0,10,69,29,10,2,18,19,1,1,77,28,839,827,22,13,0,114,878,468,124,520,70,1,0,0,0,4,0,28,4,0,60,1
981,0,83,986,998,3,3,0,30,69,29,1,2,89,89,1,1,2,241,839,809,176,10,0,61,709,151,123,933,4,1,4,0,6,11,0,12,11,0,54,1
982,0,60,50,981,2,3,7,7,38,14,9,2,89,89,0,1,2,237,839,522,174,10,0,108,504,914,122,41,4,1,4,0,1,11,0,9,11,0,70,0
983,0,186,150,134,3,3,7,6,4,16,4,0,88,88,19,1,0,230,318,635,170,16,0,612,148,665,121,541,30,0,4,0,22,11,0,3,11,0,73,0
984,0,197,413,1017,3,3,7,31,4,10,5,0,19,20,1,1,89,223,810,198,161,16,0,192,58,603,120,908,4,1,1,0,19,10,0,23,10,0,35,0
985,0,196,501,810,3,3,0,31,69,29,7,2,89,89,4,1,2,222,839,827,158,5,0,483,8,722,119,968,38,1,0,0,18,10,0,19,10,0,1,0
986,0,260,659,203,2,3,7,32,38,16,13,2,89,89,0,1,2,198,839,827,151,10,0,617,878,228,967,540,54,1,0,0,20,9,0,10,10,0,25,0
987,0,267,91,639,3,3,7,31,41,14,1,0,24,25,4,1,31,194,22,123,154,16,0,713,468,957,966,167,64,1,1,0,16,9,0,14,10,0,34,0
988,0,275,417,985,0,3,7,32,38,10,2,2,24,25,1,2,31,23,839,827,16,10,0,891,878,657,118,570,70,1,0,0,18,0,0,21,0,0,35,0
989,0,289,669,929,3,3,7,11,54,14,1,0,26,27,4,1,22,112,416,260,123,16,0,958,687,220,117,951,70,1,1,0,20,6,0,11,9,0,63,0
990,0,300,76,215,3,3,0,14,69,29,7,2,24,25,14,1,31,192,839,827,205,3,0,413,522,487,116,996,30,1,0,0,14,9,0,24,1,0,3,0
991,0,77,723,956,3,3,0,10,69,29,5,0,24,25,0,1,31,190,155,347,139,16,0,745,764,272,115,464,54,1,1,0,10,9,0,21,9,0,2,1
